worker_id,condition,start_means,strategy_with_means,strategy_without_means,Open Codes,Answered question,Changed strategy with vs witout means,Mentioned distance,Mentioned mean,Mentioned variance,Mentioned threshold,Mentioned area of marking,Mentioned frequency of events/markings,Mentioned confusion
a63f0755,intervals,FALSE,Same as the first half. The 'median' didn't seem to impact my decisions as far as I could tell. Maybe helped me accurately pick 75 out of 100 a couple times.,"For the ""out of 100"" I just went with my gut sort of based on how much of the ""new player"" bar was ahead of the other. For the choice of to buy or not I just bought it if the ""new player"" bar seemed to be 75% or more ahead of the dashed line better odds and all that jazz.",Gist distance; Probability of superiority threshold,Yes,No,Yes,Ignored,No,No,No,No,No
a6b4bc01,intervals,FALSE,I watched the position of the upper line (red line;new player).More to the right is more chance of  winning.That' how I read the charts.,I looked at the red line (new player).More to the right is more chance of winning with the new player.That's how I read the chart.,Focused on red; Gist distance,Yes,No,Yes,No,No,No,No,No,No
a81480c6,intervals,FALSE,Used it to see the value of the new player,Looked to see how much value the new player added.,Uninformative,No,,,,,,,,
a83fa5f8,intervals,FALSE,I went by the biggest difference in adding the new player would make me buy the player. If it was even I didn't buy.,I tried to only pay if there was a big difference in chances of winning.,Uninformative,No,,,,,,,,
a978950e,intervals,FALSE,I still didn't understand even though I was paying attention...the 100 and 150 were confusing and there wasn't info for the vertical raising,I felt like I was mostly using intuition I didn't completely understand the charts or how they related to anything at all. I paid attention and did my best and tried to understand.,Uninformative,No,,,,,,,,
ab2e8ccd,intervals,FALSE,If it looked like my odds increased over 55% than I just went and paid for the new player to increase my bonus,If the new player does not increase my odds of winning according to the chart than I take my chances and do not go with getting a new player.,Probability of superiority threshold,No,,,,,,,,
b341cad2,intervals,FALSE,I used the average as a useful metric but mostly I went with the same strategy to see how much further to the right the new player moved my overall game winning percentage.,I looked for how far offset the bar was to the right as well as the total length of the bars to understand deviation in overall game play.,Variance and gist distance; Variance and mean difference,Yes,Yes,Yes,Yes,Yes,No,No,No,No
b9600ace,intervals,FALSE,I looked at the expected number of additional points the likely upside based on the placement of the horizontal and vertical lines and the width of the lines to understand up and downside ranges.,I looked mostly at the projected gap in points between not buying the new player and buying the new player.  I also looked at the width of the chart as that shows projected upside and downside.,Gist distance; Variance and mean difference,Yes,Yes,Yes,Yes,Yes,No,No,No,No
bf4f0564,intervals,FALSE,Just buy the ones that are over the threshold by a good margin. Otherwise do not buy.,I only buy the player when it is beyond what I would make if I did not buy it. Otherwise I never buy.,Distance across threshold,Yes,No,Yes,No,No,Yes,No,No,No
c041d82b,intervals,FALSE,if the red was past the expected value then I bought,if the red bar was past the threshold then I purchased the player,Distance across threshold,Yes,No,Yes,No,No,Yes,No,No,No
c084c991,intervals,FALSE,I looked to see how many points I would get with the new player and it if wasn't a significant improvement then I didn't buy the new player.,I have no idea if I'm interpreting the charts correctly. The bars that are shorter don't give my team as much of an advantage at least that I can see. So I'm looking for bars with the new player that are pretty long and with the highest number of points.,Variance,Yes,No,No,No,High,No,No,No,Yes
c468658e,intervals,FALSE,The central line made it a lot easier to see whether the player was worth buying or not.,I look at the distributions honestly I mostly just guess,Mean difference,Yes,Yes,No,Yes,No,No,No,No,No
c57e6514,intervals,FALSE,I think I had  a better understanding on how they worked this time and saw I was able to get more of a bonus.,They were confusing. I wasn't sure if I was reading them right or not.,Uninformative,No,,,,,,,,
ce4ee6e7,intervals,FALSE,The average vertical line is my main target how I decided to swing.,I was helped tremendously with the visual aspect. If it was numbers data it would have been more difficult.,Mean difference,Yes,Yes,No,Yes,No,No,No,No,No
d03fdbfa,intervals,FALSE,I used the average line to help be determine if it would be worth it to pay for the player and this line was very helpful visually.,I mostly looked at the incremental increase between the new player line and the current team line. I use the dotted line as a visual reference to show greater contrast between the lines.,Distance across threshold; Mean difference,Yes,Yes,Yes,Yes,No,Yes,No,No,No
d11cb4c4,intervals,FALSE,I used them the same as before.  the projected score with the new player did not alter the point intervals.  When only marginal differences were projected investment was more difficult to determine.,Looking at the overlap of the intervals and determining the upper bounds.  Looking at the delta between the upper bounds before and after and dividing by 2.  If the value was greater than 50 you invest in the new player.,Distribution overlap; Gist distance,Yes,No,Yes,Ignored,No,No,Yes,No,No
d20a4fe2,intervals,FALSE,used the average line to make comparisons,If the red bar shows more points then I pay for the player,Gist distance; Mean difference,Yes,Yes,Yes,Yes,No,No,No,No,No
d544b007,intervals,FALSE,I looked at where the new player would place us in terms of points and I took a guess on whether or not they would help us win. Sometimes my guesses were wrong.,I am honestly so confused but I am assuming that if the red bar is closer to 150 I should pay for the new player and if it is equal to my bar I should not pay. I could be wrong though.,Gist distance; Point threshold,Yes,No,Yes,No,No,Yes,No,No,Yes
d7b65ebe,intervals,FALSE,I compared the positions of the two bars and based my decision on their locations.,I'm comparing the positions of the bars representing the new player and without the new player and basing my decision on where those bars are relative to each other.,Gist distance,Yes,No,Yes,No,No,No,No,No,No
